Operator: Private
Vehicle ID/Registration: N477TC
Source of Data: Cirrus SR20
Date of Event: 06/14/16
Location: Navasota_TX
Time,Airspeed Ind,Pitch,Roll,Altitude Press,Heading Mag,AHRS goNoGo - Attitude Flag,AHRS goNoGo - Heading Flag,AHRS goNoGo - Heading Rate Flag,AHRS goNoGo - Lat Accel Flag,AHRS goNoGo - Need Fast Erect,AHRS mpuNoGo - IRU Fail,Accel Lat,Accel Long,Accel Vert,Ground Speed,Baro Bug,Latitude,Longitude
(CST),(kts),(deg),(deg),(ft),(deg),(),(),(),(),(),(),(g),(g),(g),(kts),(inHg),(deg),(deg)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,"%N(0:0=""*"",1:1=""Flag"")","%N(0:0=""*"",1:1=""Flag"")","%N(0:0=""*"",1:1=""Flag"")","%N(0:0=""*"",1:1=""Flag"")","%N(0:0=""*"",1:1=""Active"")","%N(0:0=""*"",1:1=""Fail"")",NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
08:15:00.0,18.5,-1.62,-0.06,-13,159.91,*,*,*,*,*,*,0.01,-0.02,1.00,,,,
08:15:00.2,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:00.4,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.01,,,,
08:15:00.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:00.8,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:01.0,17.8,-1.68,-0.06,-15,159.91,*,*,*,*,*,*,-0.01,0.00,1.01,,,,
08:15:01.2,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.03,1.01,,,,
08:15:01.4,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,0.99,,,,
08:15:01.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.02,1.01,,,,
08:15:01.8,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.01,-0.03,1.03,,,,
08:15:02.0,17.6,-1.62,-0.06,-16,159.91,*,*,*,*,*,*,-0.02,-0.04,0.99,0,,30.06494522,-95.55152893
08:15:02.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.01,0.99,,,,
08:15:02.4,,-1.57,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:02.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.03,0.99,,,,
08:15:02.8,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.01,-0.02,0.99,,,,
08:15:03.0,17.4,-1.51,-0.06,-15,159.85,*,*,*,*,*,*,0.00,-0.01,1.01,,,,
08:15:03.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.01,0.99,,,,
08:15:03.4,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.02,-0.01,1.01,,,,
08:15:03.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:03.8,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.00,-0.01,0.99,,,,
08:15:04.0,19.0,-1.62,-0.06,-13,159.91,*,*,*,*,*,*,0.01,-0.03,1.01,,,,
08:15:04.2,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.02,,,,
08:15:04.4,,-1.57,-0.06,,159.91,*,*,*,*,*,*,0.02,-0.02,1.01,,,,
08:15:04.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.02,1.00,,,,
08:15:04.8,,-1.68,-0.06,,159.91,*,*,*,*,*,*,0.01,-0.03,1.01,,,,
08:15:05.0,18.5,-1.62,-0.06,-13,159.91,*,*,*,*,*,*,0.00,-0.02,0.99,,,,
08:15:05.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.01,0.98,,,,
08:15:05.4,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:05.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.01,-0.02,1.01,,,,
08:15:05.8,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.02,1.00,,,,
08:15:06.0,18.3,-1.57,-0.06,-13,159.91,*,*,*,*,*,*,0.00,0.00,1.01,0,,30.06494522,-95.55152893
08:15:06.2,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.04,1.02,,,,
08:15:06.4,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,0.99,,,,
08:15:06.6,,-1.57,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.01,1.01,,,,
08:15:06.8,,-1.62,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.04,1.00,,,,
08:15:07.0,18.8,-1.68,-0.06,-13,159.91,*,*,*,*,*,*,0.01,-0.02,1.01,,,,
08:15:07.2,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.00,-0.03,1.00,,,,
08:15:07.4,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.02,-0.02,1.00,,,,
08:15:07.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:07.8,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:08.0,18.5,-1.62,-0.11,-14,159.91,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:08.2,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.00,-0.00,1.01,,,,
08:15:08.4,,-1.62,-0.11,,159.91,*,*,*,*,*,*,-0.02,-0.03,1.02,,,,
08:15:08.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.00,1.01,,,,
08:15:08.8,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.01,0.99,,,,
08:15:09.0,17.6,-1.57,-0.11,-15,159.91,*,*,*,*,*,*,0.00,-0.03,1.00,,,,
08:15:09.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.01,0.99,,,,
08:15:09.4,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.03,1.01,,,,
08:15:09.6,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:09.8,,-1.57,-0.06,,159.91,*,*,*,*,*,*,0.02,-0.02,0.99,,,,
08:15:10.0,18.6,-1.57,-0.11,-13,159.91,*,*,*,*,*,*,-0.02,-0.02,0.99,0,,30.06494522,-95.55152893
08:15:10.2,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:10.4,,-1.57,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:10.6,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.01,1.00,,,,
08:15:10.8,,-1.62,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.03,1.00,,,,
08:15:11.0,18.0,-1.57,-0.06,-15,159.91,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:11.2,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.04,0.99,,,,
08:15:11.4,,-1.62,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.03,0.98,,,,
08:15:11.6,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.01,0.00,1.01,,,,
08:15:11.8,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.01,1.02,,,,
08:15:12.0,18.6,-1.62,-0.06,-14,159.91,*,*,*,*,*,*,0.01,-0.03,1.00,,,,
08:15:12.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.01,0.99,,,,
08:15:12.4,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.02,-0.01,1.03,,,,
08:15:12.6,,-1.62,-0.11,,159.91,*,*,*,*,*,*,0.02,-0.02,1.02,,,,
08:15:12.8,,-1.62,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.04,0.99,,,,
08:15:13.0,18.1,-1.57,-0.11,-14,159.91,*,*,*,*,*,*,0.01,-0.02,0.99,,,,
08:15:13.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.02,1.00,,,,
08:15:13.4,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:13.6,,-1.57,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.04,1.00,,,,
08:15:13.8,,-1.57,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:14.0,18.3,-1.57,-0.11,-14,159.91,*,*,*,*,*,*,0.00,-0.02,0.98,0,,30.06494522,-95.55152893
08:15:14.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.02,0.98,,,,
08:15:14.4,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.01,0.00,1.00,,,,
08:15:14.6,,-1.51,-0.06,,159.91,*,*,*,*,*,*,-0.03,-0.02,1.01,,,,
08:15:14.8,,-1.57,-0.11,,159.91,*,*,*,*,*,*,0.02,-0.03,1.02,,,,
08:15:15.0,18.3,-1.57,-0.11,-13,159.91,*,*,*,*,*,*,-0.01,-0.01,0.99,,,,
08:15:15.2,,-1.51,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:15.4,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:15.6,,-1.57,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.04,1.01,,,,
08:15:15.8,,-1.51,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:16.0,18.3,-1.51,-0.11,-14,159.91,*,*,*,*,*,*,-0.02,-0.02,0.99,,,,
08:15:16.2,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.00,-0.03,1.00,,,,
08:15:16.4,,-1.51,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.01,1.01,,,,
08:15:16.6,,-1.45,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.01,1.01,,,,
08:15:16.8,,-1.51,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.03,1.01,,,,
08:15:17.0,17.8,-1.51,-0.11,-15,159.91,*,*,*,*,*,*,0.00,-0.01,1.01,,,,
08:15:17.2,,-1.45,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.03,1.00,,,,
08:15:17.4,,-1.45,-0.11,,159.91,*,*,*,*,*,*,-0.02,-0.02,0.99,,,,
08:15:17.6,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,0.99,,,,
08:15:17.8,,-1.45,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.03,0.99,,,,
08:15:18.0,18.0,-1.45,-0.11,-14,159.91,*,*,*,*,*,*,-0.01,-0.01,0.97,0,,30.06494522,-95.55152893
08:15:18.2,,-1.51,-0.06,,159.91,*,*,*,*,*,*,0.01,-0.04,1.01,,,,
08:15:18.4,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.01,1.02,,,,
08:15:18.6,,-1.51,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.03,1.01,,,,
08:15:18.8,,-1.51,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.04,1.01,,,,
08:15:19.0,18.8,-1.51,-0.11,-13,159.91,*,*,*,*,*,*,0.01,-0.02,1.01,,,,
08:15:19.2,,-1.51,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,0.99,,,,
08:15:19.4,,-1.57,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.02,0.99,,,,
08:15:19.6,,-1.51,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.04,1.01,,,,
08:15:19.8,,-1.51,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,0.98,,,,
08:15:20.0,18.5,-1.51,-0.11,-12,159.91,*,*,*,*,*,*,-0.02,-0.01,0.98,,,,
08:15:20.2,,-1.51,-0.06,,159.91,*,*,*,*,*,*,-0.02,-0.01,1.00,,,,
08:15:20.4,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.03,1.01,,,,
08:15:20.6,,-1.45,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,0.99,,,,
08:15:20.8,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:21.0,18.0,-1.51,-0.11,-12,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:21.2,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.03,1.01,,,,
08:15:21.4,,-1.45,-0.11,,159.91,*,*,*,*,*,*,-0.02,-0.02,0.99,,,,
08:15:21.6,,-1.45,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.02,1.01,,,,
08:15:21.8,,-1.45,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,0.99,,,,
08:15:22.0,18.1,-1.51,-0.11,-14,159.91,*,*,*,*,*,*,-0.01,-0.03,1.00,0,,30.06494522,-95.55152893
08:15:22.2,,-1.51,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:22.4,,-1.45,-0.11,,159.91,*,*,*,*,*,*,0.01,0.00,0.99,,,,
08:15:22.6,,-1.51,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:22.8,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.02,-0.02,1.01,,,,
08:15:23.0,19.0,-1.45,-0.11,-11,159.91,*,*,*,*,*,*,0.01,-0.01,1.01,,,,
08:15:23.2,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:23.4,,-1.57,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:23.6,,-1.57,-0.11,,159.85,*,*,*,*,*,*,0.02,-0.02,1.00,,,,
08:15:23.8,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.04,-0.01,1.01,,,,
08:15:24.0,18.3,-1.51,-0.11,-12,159.91,*,*,*,*,*,*,0.05,-0.01,1.03,,,,
08:15:24.2,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.02,-0.05,1.01,,,,
08:15:24.4,,-1.45,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.01,0.99,,,,
08:15:24.6,,-1.45,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,0.99,,,,
08:15:24.8,,-1.51,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.05,1.00,,,,
08:15:25.0,18.1,-1.45,-0.11,-13,159.91,*,*,*,*,*,*,-0.02,-0.00,0.97,,,,
08:15:25.2,,-1.40,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.03,1.01,,,,
08:15:25.4,,-1.45,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.02,1.00,,,,
08:15:25.6,,-1.45,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:25.8,,-1.40,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.01,,,,
08:15:26.0,17.8,-1.40,-0.11,-15,159.91,*,*,*,*,*,*,0.00,-0.02,0.99,0,,30.06494522,-95.55152893
08:15:26.2,,-1.40,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.04,1.00,,,,
08:15:26.4,,-1.40,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:26.6,,-1.34,-0.11,,159.91,*,*,*,*,*,*,0.01,-0.01,1.01,,,,
08:15:26.8,,-1.34,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,0.99,,,,
08:15:27.0,16.4,-1.34,-0.06,-17,159.91,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:27.2,,-1.29,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:27.4,,-1.29,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.00,,,,
08:15:27.6,,-1.29,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:27.8,,-1.23,-0.06,,159.96,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:28.0,14.8,-1.17,-0.06,-18,159.91,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:28.2,,-1.17,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:28.4,,-1.17,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:28.6,,-1.17,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:28.8,,-1.12,-0.06,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:29.0,12.7,-1.12,-0.11,-21,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:29.2,,-1.06,-0.06,,159.91,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:29.4,,-1.06,-0.06,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:29.6,,-1.06,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:29.8,,-1.06,-0.06,,159.91,*,*,*,*,*,*,-0.00,-0.01,1.00,,,,
08:15:30.0,12.0,-1.01,-0.11,-21,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,0,,30.06494522,-95.55152893
08:15:30.2,,-1.01,-0.06,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:30.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:30.6,,-1.01,-0.06,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:30.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:31.0,12.0,-1.01,-0.06,-22,159.96,*,*,*,*,*,*,-0.00,-0.01,1.00,,,,
08:15:31.2,,-0.95,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.03,1.01,,,,
08:15:31.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:31.6,,-1.01,-0.06,,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:31.8,,-0.95,-0.11,,159.96,*,*,*,*,*,*,-0.01,-0.02,1.00,,,,
08:15:32.0,12.0,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,0.00,-0.01,1.01,,,,
08:15:32.2,,-1.01,-0.06,,159.96,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:32.4,,-0.95,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:32.6,,-1.01,-0.06,,159.96,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:32.8,,-1.01,-0.06,,159.96,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:33.0,12.5,-0.95,-0.06,-22,159.96,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:33.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.01,-0.01,0.99,,,,
08:15:33.4,,-1.01,-0.06,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:33.6,,-1.01,-0.06,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:33.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:34.0,12.5,-1.01,-0.11,-21,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,0,,30.06494522,-95.55152893
08:15:34.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:34.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.01,1.00,,,,
08:15:34.6,,-1.01,-0.06,,159.96,*,*,*,*,*,*,0.00,-0.01,1.01,,,,
08:15:34.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.03,1.01,,,,
08:15:35.0,12.0,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:35.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:35.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.01,-0.01,1.01,,,,
08:15:35.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:35.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:36.0,12.2,-1.01,-0.11,-21,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:36.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:36.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:36.6,,-0.95,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:36.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:37.0,11.7,-1.01,-0.11,-21,159.96,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:37.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:37.4,,-0.95,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:37.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.01,1.00,,,,
08:15:37.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:38.0,12.5,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,-0.00,-0.02,1.00,0,,30.06494522,-95.55152893
08:15:38.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.00,1.00,,,,
08:15:38.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.03,1.01,,,,
08:15:38.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:38.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.01,0.99,,,,
08:15:39.0,12.7,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,-0.00,-0.01,0.99,,,,
08:15:39.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:39.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.01,1.01,,,,
08:15:39.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.01,-0.02,1.01,,,,
08:15:39.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:40.0,12.5,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:40.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:40.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.01,-0.01,0.99,,,,
08:15:40.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:40.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.01,0.99,,,,
08:15:41.0,12.0,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:41.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:41.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.00,,,,
08:15:41.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:41.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:42.0,12.2,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,-0.00,-0.02,0.99,0,,30.06494522,-95.55152893
08:15:42.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:42.4,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:42.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:42.8,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:43.0,12.2,-1.01,-0.11,-23,159.96,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:43.2,,-1.01,-0.11,,159.96,*,*,*,*,*,*,-0.01,-0.02,1.00,,,,
08:15:43.4,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:43.6,,-1.01,-0.11,,159.96,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:43.8,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:44.0,12.0,-1.01,-0.11,-22,159.96,*,*,*,*,*,*,0.00,-0.01,1.01,,,,
08:15:44.2,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:44.4,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,0.99,,,,
08:15:44.6,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:44.8,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:45.0,11.5,-0.95,-0.11,-22,159.91,*,*,*,*,*,*,0.00,-0.01,0.99,,,,
08:15:45.2,,-0.95,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:45.4,,-0.95,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,0.99,,,,
08:15:45.6,,-0.95,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.00,,,,
08:15:45.8,,-0.95,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.01,,,,
08:15:46.0,12.2,-0.95,-0.11,-22,159.91,*,*,*,*,*,*,0.00,-0.03,1.01,0,,30.06494522,-95.55152893
08:15:46.2,,-0.95,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:46.4,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:46.6,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:46.8,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.02,1.00,,,,
08:15:47.0,12.0,-1.01,-0.11,-22,159.91,*,*,*,*,*,*,0.00,-0.01,1.00,,,,
08:15:47.2,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.01,,,,
08:15:47.4,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:47.6,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.01,0.99,,,,
08:15:47.8,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
08:15:48.0,12.2,-1.01,-0.11,-22,159.91,*,*,*,*,*,*,-0.01,-0.02,1.01,,,,
08:15:48.2,,-1.01,-0.11,,159.91,*,*,*,*,*,*,0.00,-0.02,1.00,,,,
08:15:48.4,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.01,-0.01,1.00,,,,
08:15:48.6,,-1.01,-0.11,,159.91,*,*,*,*,*,*,-0.00,-0.02,1.01,,,,
